near_term,long_term,end_hora,use_body,body_pct,sl_atr_mult,tp_rr,trades,wr,pf,pnl,max_dd,max_dd_pct,growth_pct,calmar,score
2,20,11:00,True,70,1.5,2.0,840,29.52,0.8988,-18574.36,29541.37,59.0827,-37.15,-0.6288,0.2512
5,35,11:30,True,70,1.0,2.0,1031,29.0,0.8942,-17969.32,29519.69,59.0394,-35.94,-0.6087,0.251102
2,50,11:00,True,70,2.0,1.5,664,35.69,0.8915,-18345.85,38161.84,76.3237,-36.69,-0.4807,0.251041
2,50,11:00,False,0,1.5,1.5,1224,36.36,0.9073,-21804.2,33709.6,67.4192,-43.61,-0.6468,0.250195
3,20,11:30,True,70,1.0,1.5,1145,35.02,0.8811,-20311.42,30894.06,61.7881,-40.62,-0.6575,0.250102
5,20,11:30,True,70,1.0,2.0,1211,29.07,0.9063,-18369.99,31286.44,62.5729,-36.74,-0.5872,0.249987
3,75,11:00,False,0,1.5,2.5,1127,26.0,0.93,-17724.12,32657.7,65.3154,-35.45,-0.5427,0.249557
2,35,11:00,True,60,1.5,2.0,900,29.44,0.9008,-19389.83,29325.16,58.6503,-38.78,-0.6612,0.248023
2,50,11:30,True,60,1.5,2.5,930,24.52,0.917,-16805.27,31930.05,63.8601,-33.61,-0.5263,0.246614
3,35,11:30,True,70,1.0,2.0,957,28.63,0.8853,-18310.19,28831.02,57.662,-36.62,-0.6351,0.24652
2,35,11:00,False,0,1.0,2.0,1386,30.3,0.9062,-21723.66,26491.21,52.9824,-43.45,-0.82,0.246466
2,75,11:00,True,60,1.0,1.5,778,34.19,0.8445,-19337.58,27629.68,55.2594,-38.68,-0.6999,0.246186
3,50,11:30,True,70,2.0,2.0,789,29.53,0.909,-18873.98,33181.21,66.3624,-37.75,-0.5688,0.24601
3,20,11:30,True,60,1.5,1.5,1326,35.14,0.9144,-20791.33,37987.04,75.9741,-41.58,-0.5473,0.24554
2,35,11:00,True,60,1.0,2.0,943,29.27,0.8818,-19568.77,26597.74,53.1955,-39.14,-0.7357,0.24541
3,35,11:30,True,70,1.0,2.5,936,24.25,0.8988,-16752.39,29321.72,58.6434,-33.5,-0.5713,0.244914
5,20,11:30,True,70,1.5,1.5,1169,35.07,0.9052,-20403.26,37788.45,75.5769,-40.81,-0.5399,0.244452
5,35,11:00,False,0,1.5,2.0,1480,30.47,0.9267,-22769.04,29141.2,58.2824,-45.54,-0.7813,0.243625
5,35,11:30,True,70,1.0,1.5,1044,34.87,0.8652,-21181.88,29658.86,59.3177,-42.36,-0.7142,0.242189
2,50,11:00,False,0,1.0,2.0,1281,30.05,0.9004,-21134.63,29314.89,58.6298,-42.27,-0.721,0.241013
2,50,11:30,True,70,1.0,2.0,809,27.81,0.8673,-18147.2,28033.85,56.0677,-36.29,-0.6473,0.240192
2,20,11:00,True,60,2.0,1.5,976,36.58,0.9122,-21607.39,40456.17,80.9123,-43.21,-0.5341,0.240052
5,35,12:00,True,70,2.0,2.5,969,25.39,0.9346,-16959.44,39251.31,78.5026,-33.92,-0.4321,0.239955
5,50,11:30,True,60,1.0,2.5,1154,24.52,0.9092,-17643.66,31861.84,63.7237,-35.29,-0.5538,0.23984
3,35,11:00,False,0,1.0,2.5,1461,25.53,0.9197,-20391.18,28541.59,57.0832,-40.78,-0.7144,0.239457
5,75,11:30,True,70,1.0,2.0,844,27.96,0.8736,-17467.17,31510.29,63.0206,-34.93,-0.5543,0.239287
2,35,11:00,True,70,1.5,1.5,748,34.63,0.8643,-20433.02,32509.88,65.0198,-40.87,-0.6285,0.239203
2,35,11:00,True,60,1.5,1.5,918,35.4,0.8807,-21726.58,33386.15,66.7723,-43.45,-0.6508,0.239051
3,35,11:30,True,70,1.5,1.5,927,34.41,0.8808,-20805.07,34593.96,69.1879,-41.61,-0.6014,0.23831
5,35,11:00,False,0,1.0,2.0,1625,30.58,0.9168,-21827.28,32667.61,65.3352,-43.65,-0.6682,0.238167
5,20,12:00,True,60,1.5,2.5,1517,24.59,0.9383,-18907.53,35144.39,70.2888,-37.82,-0.538,0.237352
3,35,11:00,False,0,1.5,1.5,1437,36.46,0.9082,-25319.47,31723.17,63.4463,-50.64,-0.7981,0.237232
2,20,11:00,True,70,1.5,1.5,860,35.0,0.8733,-21803.2,32423.4,64.8468,-43.61,-0.6725,0.23681
2,35,11:00,False,0,1.0,2.5,1339,25.47,0.9119,-20860.18,27354.84,54.7097,-41.72,-0.7626,0.23656
5,75,11:30,True,70,1.5,2.5,787,24.27,0.9022,-16664.63,34550.49,69.101,-33.33,-0.4823,0.23616
3,20,11:00,False,0,2.0,1.5,1446,37.34,0.9328,-23886.06,41883.38,83.7668,-47.77,-0.5703,0.23532
5,75,11:30,True,70,1.5,1.5,819,34.07,0.8736,-19294.62,38938.62,77.8772,-38.59,-0.4955,0.233607
3,50,11:00,False,0,1.5,1.5,1339,36.45,0.9073,-23758.96,37328.36,74.6567,-47.52,-0.6365,0.233421
2,75,11:00,True,60,1.0,2.0,772,28.24,0.8585,-19128.23,28423.97,56.8479,-38.26,-0.673,0.232706
5,50,11:00,False,0,1.0,2.5,1460,25.62,0.9192,-20174.96,32785.71,65.5714,-40.35,-0.6154,0.232136
5,35,11:30,True,60,1.0,2.5,1243,24.62,0.9097,-19015.98,32633.66,65.2673,-38.03,-0.5827,0.231894
2,35,11:00,True,60,1.0,1.5,956,34.73,0.8495,-23111.06,27420.67,54.8413,-46.22,-0.8428,0.231116
3,35,11:30,True,60,1.5,2.0,1113,28.84,0.9028,-22085.25,30581.55,61.1631,-44.17,-0.7222,0.230912
2,50,11:30,True,70,1.5,2.5,757,23.91,0.8937,-17801.24,32662.68,65.3254,-35.6,-0.545,0.23019
3,75,11:00,False,0,2.0,2.0,1054,30.55,0.9257,-21492.74,38992.93,77.9859,-42.99,-0.5512,0.230184
2,75,11:30,True,60,2.0,2.5,764,25.26,0.9167,-17879.11,38963.34,77.9267,-35.76,-0.4589,0.229292
3,35,11:00,False,0,1.0,2.0,1515,30.3,0.9046,-23687.19,30103.4,60.2068,-47.37,-0.7869,0.228873
5,50,11:00,False,0,1.5,2.0,1381,30.27,0.9175,-23902.89,31848.32,63.6966,-47.81,-0.7505,0.228715
2,75,11:00,False,0,1.0,2.0,1144,29.37,0.8851,-21788.92,30322.67,60.6453,-43.58,-0.7186,0.228322
3,50,11:30,True,70,2.0,1.5,817,35.01,0.8887,-21918.49,39181.22,78.3624,-43.84,-0.5594,0.228108
2,35,11:00,False,0,1.5,2.0,1283,30.24,0.9103,-24512.83,29442.02,58.884,-49.03,-0.8326,0.227872
3,75,11:30,True,70,1.0,2.0,783,27.46,0.8581,-18489.03,31266.41,62.5328,-36.98,-0.5913,0.227732
5,20,12:00,False,0,2.0,2.5,1697,25.4,0.9554,-19803.49,42119.37,84.2387,-39.61,-0.4702,0.227315
2,20,11:30,True,60,1.0,2.5,1228,23.78,0.8995,-21336.41,26316.09,52.6322,-42.67,-0.8108,0.226842
5,50,11:00,False,0,1.0,2.0,1512,30.42,0.9073,-22570.11,34780.3,69.5606,-45.14,-0.6489,0.226403
5,20,11:30,True,70,1.0,1.5,1234,34.85,0.873,-23115.72,34151.45,68.3029,-46.23,-0.6769,0.226199
2,35,11:00,False,0,1.5,1.5,1322,36.23,0.896,-26641.59,31506.88,63.0138,-53.28,-0.8456,0.226074
2,75,11:30,True,70,1.0,1.5,719,33.24,0.819,-20182.07,29873.41,59.7468,-40.36,-0.6756,0.225709
3,75,11:30,False,0,2.0,2.5,1128,25.53,0.9348,-20495.11,37939.35,75.8787,-40.99,-0.5402,0.225417
3,35,11:30,True,60,1.5,1.5,1143,34.65,0.888,-23802.12,35629.26,71.2585,-47.6,-0.668,0.224482
3,35,11:30,False,0,2.0,2.5,1284,25.78,0.9384,-22092.54,35851.27,71.7025,-44.19,-0.6162,0.223621
2,75,11:00,True,70,1.5,1.5,612,33.66,0.8371,-20136.91,34907.78,69.8156,-40.27,-0.5769,0.223454
2,75,11:00,True,60,1.5,1.5,758,34.43,0.8584,-21309.93,37010.65,74.0213,-42.62,-0.5758,0.22317
2,75,11:00,False,0,1.5,1.5,1097,35.73,0.8875,-23910.33,37546.63,75.0933,-47.82,-0.6368,0.223167
5,75,11:30,True,70,1.5,2.0,807,28.0,0.8816,-19598.46,35730.29,71.4606,-39.2,-0.5485,0.22312
2,75,11:00,True,70,1.0,2.5,615,23.09,0.8498,-17492.62,28291.49,56.583,-34.99,-0.6183,0.222653
3,75,11:30,True,60,1.5,2.5,905,24.31,0.9013,-19377.95,34571.34,69.1427,-38.76,-0.5605,0.222335
3,50,11:30,True,60,1.5,1.5,1064,34.49,0.8841,-22842.39,38314.66,76.6293,-45.68,-0.5962,0.222056
2,50,11:00,True,60,2.0,1.5,805,35.53,0.8896,-22589.25,41603.05,83.2061,-45.18,-0.543,0.221787
3,50,11:30,True,60,1.0,1.5,1113,34.41,0.8558,-23726.28,31291.66,62.5833,-47.45,-0.7582,0.221544
5,50,11:30,True,70,2.0,1.5,877,35.23,0.8893,-23308.96,39501.95,79.0039,-46.62,-0.5901,0.221423
5,50,11:30,True,60,1.0,1.5,1201,34.8,0.8631,-23944.94,32874.88,65.7498,-47.89,-0.7284,0.221032
5,75,11:30,True,70,1.0,2.5,833,23.29,0.875,-17991.56,32966.9,65.9338,-35.98,-0.5457,0.220216
2,75,11:00,False,0,1.0,1.5,1157,35.09,0.8605,-24486.51,31940.84,63.8817,-48.97,-0.7666,0.220116
3,20,11:30,True,60,1.0,1.5,1413,34.68,0.881,-24642.59,34780.71,69.5614,-49.29,-0.7085,0.219596
2,35,11:30,True,70,2.0,2.5,749,25.5,0.9074,-19710.08,38048.38,76.0968,-39.42,-0.518,0.21943
5,20,11:00,False,0,1.0,1.5,1893,36.5,0.9069,-25694.17,39606.04,79.2121,-51.39,-0.6487,0.21923
3,20,11:00,False,0,1.0,1.5,1768,36.2,0.9008,-25974.2,37466.1,74.9322,-51.95,-0.6933,0.219064
3,50,11:30,True,60,1.0,2.5,1075,23.91,0.8898,-20312.02,31591.31,63.1826,-40.62,-0.643,0.218404
3,50,11:30,True,60,1.5,2.0,1039,28.39,0.8923,-22772.07,32810.16,65.6203,-45.54,-0.6941,0.217994
2,35,11:30,True,60,1.5,2.5,995,24.52,0.9045,-20962.48,34160.24,68.3205,-41.92,-0.6137,0.216995
3,50,11:00,False,0,2.0,2.0,1152,30.73,0.922,-24619.43,37710.11,75.4202,-49.24,-0.6529,0.216363
5,75,11:30,True,60,1.0,1.5,1063,34.05,0.8489,-23466.25,32862.37,65.7247,-46.93,-0.7141,0.216207
3,20,11:30,True,70,1.5,1.5,1096,34.4,0.8827,-23979.41,38195.91,76.3918,-47.96,-0.6278,0.215865
3,35,11:30,True,60,1.0,2.5,1159,24.16,0.8942,-21142.62,31993.6,63.9872,-42.29,-0.6608,0.215761
2,75,11:00,True,70,1.5,2.5,594,24.07,0.8669,-18509.41,33856.49,67.713,-37.02,-0.5467,0.215388
5,75,11:30,True,60,2.0,2.0,913,29.46,0.9076,-22163.51,40207.73,80.4155,-44.33,-0.5512,0.214819
2,50,11:00,False,0,1.5,2.0,1190,29.92,0.9001,-25276.69,31960.42,63.9208,-50.55,-0.7909,0.214481
3,75,11:00,True,60,2.0,1.5,777,35.39,0.8825,-23279.44,42170.1,84.3402,-46.56,-0.552,0.214327
3,50,11:00,False,0,1.0,2.0,1410,30.07,0.8939,-24473.33,33199.67,66.3993,-48.95,-0.7372,0.214307
2,75,11:00,True,60,2.0,2.0,692,29.77,0.893,-20766.95,41996.1,83.9922,-41.53,-0.4945,0.214025
5,35,11:30,False,0,1.5,2.5,1606,25.65,0.9292,-24281.9,33416.24,66.8325,-48.56,-0.7266,0.213946
2,50,11:00,False,0,1.0,2.5,1243,25.02,0.8968,-22583.8,31063.35,62.1267,-45.17,-0.727,0.213906
5,50,11:30,True,60,1.0,2.0,1183,28.49,0.8796,-22724.18,33297.12,66.5942,-45.45,-0.6825,0.213119
3,75,11:30,True,60,1.0,1.5,985,33.6,0.8399,-23455.01,32333.11,64.6662,-46.91,-0.7254,0.212845
5,35,12:00,True,60,1.5,2.5,1291,24.32,0.9179,-21927.46,36151.81,72.3036,-43.85,-0.6065,0.212276
5,50,12:00,True,70,2.0,2.5,917,24.86,0.9181,-20006.42,41886.28,83.7726,-40.01,-0.4776,0.212125
2,75,11:00,True,60,1.0,2.5,758,23.48,0.8599,-19665.95,30525.35,61.0507,-39.33,-0.6442,0.212044
5,75,12:00,True,60,2.0,2.5,990,24.44,0.9231,-20291.04,41882.34,83.7647,-40.58,-0.4845,0.211204
3,20,12:30,True,60,2.0,2.5,1440,24.65,0.9353,-23298.07,37073.92,74.1478,-46.6,-0.6284,0.210665
3,75,11:00,False,0,1.0,1.5,1270,35.12,0.863,-26052.94,33306.32,66.6126,-52.11,-0.7822,0.210528
3,35,11:00,False,0,1.5,2.0,1392,30.1,0.9086,-26948.92,31541.37,63.0827,-53.9,-0.8544,0.21048
2,50,11:00,False,0,1.0,1.5,1297,35.47,0.8659,-26408.46,33540.54,67.0811,-52.82,-0.7874,0.210329
5,35,11:30,True,70,2.0,1.5,936,35.47,0.8862,-25826.46,39087.58,78.1752,-51.65,-0.6607,0.209261
2,20,11:00,False,0,1.0,1.5,1616,35.71,0.8865,-27701.15,34913.01,69.826,-55.4,-0.7934,0.209045
3,75,11:30,True,70,1.5,2.5,738,23.85,0.879,-19596.39,36338.2,72.6764,-39.19,-0.5393,0.208526
5,20,11:30,True,60,1.0,2.0,1483,28.79,0.898,-24062.64,36043.24,72.0865,-48.13,-0.6676,0.208295
5,75,11:30,True,60,1.5,1.5,1017,34.12,0.8774,-23064.26,42932.69,85.8654,-46.13,-0.5372,0.208248
5,75,11:00,False,0,1.0,1.5,1374,35.44,0.8692,-26454.27,35108.52,70.217,-52.91,-0.7535,0.208076
2,35,11:30,True,70,1.0,1.5,881,33.48,0.8232,-24393.75,29391.26,58.7825,-48.79,-0.83,0.207832
2,75,11:00,False,0,1.5,2.0,1072,29.48,0.8903,-25109.82,33394.38,66.7888,-50.22,-0.7519,0.207704
3,75,11:00,False,0,1.5,1.5,1198,35.73,0.8889,-25662.02,41181.72,82.3634,-51.32,-0.6231,0.207634
2,75,11:00,True,70,1.5,2.0,607,27.51,0.8461,-20731.46,34000.9,68.0018,-41.46,-0.6097,0.207003
2,75,11:00,True,60,1.5,2.0,748,28.07,0.8635,-22289.25,34096.51,68.193,-44.58,-0.6537,0.2068
5,20,11:30,True,60,1.0,1.5,1521,34.85,0.881,-26148.63,37834.35,75.6687,-52.3,-0.6911,0.206475
3,20,11:30,True,60,1.0,2.0,1385,28.45,0.8904,-24501.6,34120.51,68.241,-49.0,-0.7181,0.206243
2,50,11:30,True,70,1.5,2.0,777,27.54,0.8627,-22326.39,33681.3,67.3626,-44.65,-0.6629,0.205591
5,20,12:30,True,70,2.0,2.5,1311,25.02,0.9351,-21313.43,45219.63,90.4393,-42.63,-0.4713,0.205352
3,35,11:30,True,70,2.0,1.5,874,35.01,0.8796,-25704.8,39577.7,79.1554,-51.41,-0.6495,0.205209
3,50,12:00,True,70,2.0,2.5,866,24.6,0.909,-21129.3,40616.08,81.2322,-42.26,-0.5202,0.205058
2,75,11:00,False,0,1.0,2.5,1117,24.35,0.8861,-22471.93,33015.36,66.0307,-44.94,-0.6807,0.204805
3,50,11:00,False,0,1.0,2.5,1364,25.15,0.8989,-24008.63,32693.78,65.3876,-48.02,-0.7343,0.204608
5,35,12:00,True,70,1.5,2.5,1066,23.92,0.9015,-21941.45,36657.18,73.3144,-43.88,-0.5986,0.204282
5,75,11:30,True,60,1.5,2.0,996,28.01,0.8827,-23738.13,35220.04,70.4401,-47.48,-0.674,0.20385
5,75,11:00,False,0,1.0,2.5,1319,24.64,0.8987,-22945.26,35306.93,70.6139,-45.89,-0.6499,0.203119
2,50,11:30,True,70,1.0,2.5,794,22.8,0.8533,-20904.48,30137.01,60.274,-41.81,-0.6936,0.202234
5,75,11:00,False,0,1.0,2.0,1358,29.38,0.8867,-24847.77,36009.49,72.019,-49.7,-0.69,0.20223
5,75,11:00,False,0,1.5,2.0,1251,29.58,0.902,-25854.55,36649.55,73.2991,-51.71,-0.7055,0.201856
2,20,11:30,True,70,1.5,2.5,947,24.5,0.8882,-23434.65,32911.56,65.8231,-46.87,-0.712,0.201365
5,35,11:00,False,0,1.0,1.5,1661,36.06,0.8838,-28448.65,37079.8,74.1596,-56.9,-0.7672,0.20113
2,35,11:00,True,70,2.0,1.5,714,35.29,0.8639,-25265.67,40524.4,81.0488,-50.53,-0.6235,0.20086
3,35,12:00,True,70,2.0,2.5,912,24.78,0.9109,-21965.6,41360.74,82.7215,-43.93,-0.5311,0.200609
2,35,11:30,True,70,1.5,2.5,810,23.83,0.8796,-21853.4,34770.99,69.542,-43.71,-0.6285,0.200541
3,35,11:00,False,0,2.0,2.0,1224,30.56,0.9187,-27334.23,38567.71,77.1354,-54.67,-0.7087,0.199392
3,75,11:00,False,0,1.0,2.0,1257,29.12,0.8767,-25460.83,34043.48,68.087,-50.92,-0.7479,0.198814
3,20,12:00,False,0,2.0,2.5,1647,25.02,0.9428,-24657.8,41616.01,83.232,-49.32,-0.5925,0.198489
2,35,11:30,False,0,1.5,2.5,1404,25.36,0.9141,-26108.51,34057.96,68.1159,-52.22,-0.7666,0.197343
2,50,11:30,True,70,1.5,1.5,790,33.04,0.8407,-24067.78,37859.23,75.7185,-48.14,-0.6357,0.197316
3,50,11:30,True,60,1.0,2.0,1102,27.95,0.8623,-24582.52,33102.58,66.2052,-49.17,-0.7426,0.196532
3,35,11:30,True,60,1.0,1.5,1209,34.24,0.8463,-27763.69,32087.7,64.1754,-55.53,-0.8652,0.195925
2,75,11:00,True,70,2.0,2.0,572,29.2,0.8604,-22644.5,40075.23,80.1505,-45.29,-0.565,0.195344
2,35,11:00,True,60,2.0,1.5,866,35.45,0.8778,-27195.18,41376.7,82.7534,-54.39,-0.6573,0.194836
2,75,11:30,True,70,1.0,2.0,715,26.43,0.822,-21692.08,32150.86,64.3017,-43.38,-0.6747,0.194231
2,75,11:30,True,70,2.0,2.5,633,24.96,0.8802,-21598.87,40373.58,80.7472,-43.2,-0.535,0.194193
2,20,11:30,True,60,2.0,2.0,1079,29.66,0.9123,-24883.73,45167.76,90.3355,-49.77,-0.5509,0.193526
3,50,11:00,False,0,1.5,2.0,1300,29.85,0.8981,-28059.85,35075.45,70.1509,-56.12,-0.8,0.193418
3,35,11:00,False,0,1.0,1.5,1543,35.71,0.8705,-30016.09,34282.11,68.5642,-60.03,-0.8756,0.193143
5,35,11:30,True,60,1.0,1.5,1302,34.56,0.8524,-28246.31,33921.65,67.8433,-56.49,-0.8327,0.192955
2,35,11:30,True,70,1.0,2.0,873,27.26,0.8389,-24169.43,30821.28,61.6426,-48.34,-0.7842,0.19292
2,50,11:00,False,0,2.0,1.5,1130,36.28,0.8946,-29914.72,39831.35,79.6627,-59.83,-0.751,0.192741
2,35,11:00,False,0,1.0,1.5,1411,35.44,0.8613,-29912.0,32820.31,65.6406,-59.82,-0.9114,0.192554
2,20,11:30,True,70,1.0,2.0,1030,27.48,0.8554,-25010.93,32236.63,64.4733,-50.02,-0.7759,0.1923
2,20,11:30,True,60,1.5,2.0,1194,28.64,0.8891,-27187.6,34454.13,68.9083,-54.38,-0.7891,0.192256
3,75,11:30,True,70,1.0,2.5,774,22.61,0.8469,-20908.37,34316.46,68.6329,-41.82,-0.6093,0.191067
2,20,11:30,True,70,1.0,1.5,1044,33.52,0.8328,-26769.6,34007.99,68.016,-53.54,-0.7872,0.190195
5,50,11:00,False,0,1.0,1.5,1539,35.93,0.8729,-28854.2,39510.95,79.0219,-57.71,-0.7303,0.190017
2,20,11:00,True,70,2.0,1.5,811,35.76,0.8691,-27375.27,42690.34,85.3807,-54.75,-0.6413,0.189195
2,20,11:30,True,70,1.0,2.5,1004,23.11,0.8635,-24407.21,30239.48,60.479,-48.81,-0.8071,0.18905
3,75,11:30,True,70,1.5,2.0,754,27.32,0.8539,-22961.12,38641.19,77.2824,-45.92,-0.5942,0.188751
2,50,11:30,True,60,2.0,2.0,884,28.96,0.8933,-25066.27,42759.14,85.5183,-50.13,-0.5862,0.188687
3,50,11:00,False,0,1.0,1.5,1428,35.57,0.8632,-29281.35,36890.07,73.7801,-58.56,-0.7937,0.188667
3,75,11:30,True,70,1.5,1.5,764,32.98,0.8339,-24160.92,40927.1,81.8542,-48.32,-0.5903,0.18816
5,75,11:30,True,60,1.0,2.5,1033,23.14,0.869,-22938.94,36148.84,72.2977,-45.88,-0.6346,0.186569
5,20,11:00,False,0,2.0,1.5,1511,37.13,0.9153,-31637.57,44090.09,88.1802,-63.28,-0.7176,0.185376
5,50,12:00,True,60,1.5,2.5,1215,23.79,0.9004,-24972.95,38583.25,77.1665,-49.95,-0.6472,0.18447
2,35,11:00,False,0,2.0,1.5,1217,36.4,0.8948,-32253.37,38371.8,76.7436,-64.51,-0.8405,0.184381
5,75,11:30,True,70,2.0,2.0,757,28.93,0.8769,-24665.79,43151.81,86.3036,-49.33,-0.5716,0.184067
3,75,11:00,False,0,1.5,2.0,1170,29.32,0.8883,-27813.75,38039.29,76.0786,-55.63,-0.7312,0.183708
2,50,11:30,True,70,2.0,2.0,726,28.51,0.8688,-25555.89,39184.88,78.3698,-51.11,-0.6522,0.183472
2,50,11:30,False,0,1.5,2.5,1320,25.0,0.905,-27046.92,36586.71,73.1734,-54.09,-0.7393,0.183348
2,75,11:00,True,70,2.0,1.5,590,34.24,0.8383,-24950.29,44091.57,88.1831,-49.9,-0.5659,0.183176
2,50,11:30,True,60,1.0,1.5,1019,33.27,0.8224,-27434.77,34138.71,68.2774,-54.87,-0.8036,0.182192
5,20,11:30,True,60,2.0,1.5,1286,35.77,0.9055,-28928.73,49094.09,98.1882,-57.86,-0.5893,0.181391
2,20,11:30,False,0,1.5,2.0,1692,29.55,0.9065,-31662.36,33655.5,67.311,-63.32,-0.9408,0.180311
3,75,11:00,False,0,1.0,2.5,1224,24.18,0.8801,-25689.4,36096.49,72.193,-51.38,-0.7117,0.179938
3,20,11:30,True,60,2.0,1.5,1212,35.31,0.9002,-28886.1,48438.46,96.8769,-57.77,-0.5963,0.17971
5,35,11:30,True,60,1.0,2.0,1278,28.33,0.8654,-27742.32,35260.06,70.5201,-55.48,-0.7868,0.178645
5,50,12:00,True,70,1.5,2.5,1001,23.38,0.8839,-24224.15,40019.79,80.0396,-48.45,-0.6053,0.178321
2,20,11:30,False,0,1.0,2.5,1796,24.22,0.9011,-29248.49,32085.58,64.1712,-58.5,-0.9116,0.177638
3,50,12:00,True,70,1.0,1.5,1028,33.07,0.8168,-27313.97,35553.51,71.107,-54.63,-0.7682,0.177426
2,20,12:00,True,60,2.0,2.5,1180,24.32,0.9168,-25843.92,44000.16,88.0003,-51.69,-0.5874,0.176615
3,20,11:30,True,70,2.0,1.5,1019,35.03,0.8813,-29232.65,45762.84,91.5257,-58.47,-0.6388,0.175854
5,50,11:30,False,0,1.5,2.5,1514,25.23,0.9131,-28110.16,39620.48,79.241,-56.22,-0.7095,0.17548
3,35,11:30,False,0,1.5,2.5,1523,25.15,0.9108,-29158.0,37567.72,75.1354,-58.32,-0.7761,0.173299
2,75,11:30,True,60,1.0,1.5,905,32.6,0.8032,-27121.14,35355.43,70.7109,-54.24,-0.7671,0.17259
5,50,12:00,True,70,1.0,2.0,1095,26.94,0.8453,-26532.05,36293.04,72.5861,-53.06,-0.7311,0.171427
2,75,11:30,True,60,1.5,2.5,836,23.44,0.8641,-24999.74,38726.07,77.4521,-50.0,-0.6456,0.170317
2,35,11:30,True,70,1.0,2.5,855,22.57,0.8373,-25311.48,32416.84,64.8337,-50.62,-0.7808,0.16937
3,35,12:00,True,70,1.5,2.5,1001,23.18,0.8782,-25815.21,39743.2,79.4864,-51.63,-0.6496,0.168348
3,50,12:00,True,70,1.0,2.0,1019,26.69,0.8348,-26747.12,35103.66,70.2073,-53.49,-0.7619,0.168299
3,20,11:30,False,0,1.0,2.5,1952,24.23,0.905,-30054.03,36060.3,72.1206,-60.11,-0.8334,0.167049
3,75,11:30,True,60,2.0,2.0,857,28.82,0.8782,-27845.08,43852.23,87.7045,-55.69,-0.635,0.166892
5,20,11:30,True,70,2.0,1.5,1084,35.42,0.8807,-31165.34,46128.31,92.2566,-62.33,-0.6756,0.166429
2,35,11:30,True,70,1.5,2.0,834,27.34,0.8429,-27872.3,35769.21,71.5384,-55.74,-0.7792,0.16613
2,75,11:00,False,0,2.0,1.5,1025,35.8,0.8784,-31530.51,45565.53,91.1311,-63.06,-0.692,0.166068
3,75,11:30,True,70,2.0,2.0,708,28.53,0.8589,-26722.96,43361.28,86.7226,-53.45,-0.6163,0.165856
3,35,11:30,True,60,1.0,2.0,1192,27.85,0.8501,-29342.88,34566.16,69.1323,-58.69,-0.8489,0.165232
5,75,11:30,True,60,1.0,2.0,1054,27.13,0.8401,-27146.57,37361.17,74.7223,-54.29,-0.7266,0.164987
2,50,11:30,False,0,2.0,2.0,1219,29.94,0.9074,-29793.75,46855.43,93.7109,-59.59,-0.6359,0.164727
2,75,11:00,True,60,2.0,1.5,720,34.44,0.8486,-28273.74,47322.61,94.6452,-56.55,-0.5975,0.164325
2,20,11:30,True,60,1.0,1.5,1303,33.54,0.8414,-30998.55,38357.65,76.7153,-62.0,-0.8081,0.163397
2,75,11:30,False,0,2.0,2.0,1108,29.78,0.9023,-28649.61,49325.41,98.6508,-57.3,-0.5808,0.163256
3,75,12:00,True,70,1.0,1.5,907,32.19,0.793,-27450.21,36873.15,73.7463,-54.9,-0.7444,0.163133
2,75,11:30,False,0,1.5,2.5,1191,24.69,0.8909,-28125.42,41159.32,82.3186,-56.25,-0.6833,0.16294
5,35,12:00,True,70,1.5,2.0,1102,27.4,0.8669,-29121.15,38648.2,77.2964,-58.24,-0.7535,0.162737
5,35,11:30,True,60,2.0,1.5,1129,35.16,0.8819,-32266.91,45451.64,90.9033,-64.53,-0.7099,0.161925
3,20,12:00,True,60,1.5,2.5,1444,23.61,0.9014,-29085.74,39795.38,79.5908,-58.17,-0.7309,0.161311
5,50,12:00,True,70,1.0,1.5,1109,33.0,0.8145,-29569.71,37634.45,75.2689,-59.14,-0.7857,0.160961
5,20,11:30,False,0,2.0,2.0,1610,30.37,0.9258,-30983.42,49882.87,99.7657,-61.97,-0.6211,0.160482
3,35,11:30,True,60,2.0,1.5,1061,34.68,0.8749,-32271.84,44405.81,88.8116,-64.54,-0.7267,0.160097
3,50,11:30,True,60,2.0,1.5,991,34.51,0.8708,-31064.98,46518.71,93.0374,-62.13,-0.6678,0.159938
2,20,11:30,True,70,1.5,2.0,975,27.9,0.8552,-29564.17,37675.72,75.3514,-59.13,-0.7847,0.15984
3,50,12:00,True,70,1.5,2.5,943,22.8,0.8669,-26420.77,40005.83,80.0117,-52.84,-0.6604,0.159715
2,20,11:30,True,60,1.5,1.5,1233,33.98,0.8624,-31880.01,42373.97,84.7479,-63.76,-0.7523,0.15965
2,35,11:30,True,70,2.0,2.0,773,28.33,0.8622,-28883.7,41388.08,82.7762,-57.77,-0.6979,0.159579
2,20,11:30,True,60,1.0,2.0,1280,27.5,0.8562,-30298.45,35785.82,71.5716,-60.6,-0.8467,0.15912
3,35,12:00,True,70,1.0,1.5,1106,32.91,0.812,-30571.83,35732.14,71.4643,-61.14,-0.8556,0.158603
2,50,11:30,True,60,1.0,2.0,1011,26.9,0.8317,-28240.53,36318.27,72.6365,-56.48,-0.7776,0.157953
5,20,12:00,True,70,1.5,2.5,1287,23.85,0.8925,-28497.24,42018.56,84.0371,-56.99,-0.6782,0.157406
