plan,size,riesgo_frac_dd,R,S,rr,K,G,pass_,dias
select,50,0.8,1600.0,10,2.0,5,600.0,0.10166666666666667,3.8327868852459015
select,50,0.8,1600.0,10,2.0,5,960.0,0.099,3.6262626262626263
select,50,0.8,1600.0,10,2.0,5,1140.0,0.09833333333333333,3.616949152542373
select,50,0.8,1600.0,10,3.0,1,600.0,0.111,7.012012012012012
select,50,0.8,1600.0,10,3.0,1,960.0,0.111,7.012012012012012
select,50,0.8,1600.0,10,3.0,1,1140.0,0.111,7.012012012012012
select,50,0.8,1600.0,10,3.0,2,600.0,0.11,4.487878787878788
select,50,0.8,1600.0,10,3.0,2,960.0,0.11,4.487878787878788
select,50,0.8,1600.0,10,3.0,2,1140.0,0.10966666666666666,4.468085106382978
select,50,0.8,1600.0,10,3.0,3,600.0,0.10833333333333334,4.166153846153846
select,50,0.8,1600.0,10,3.0,3,960.0,0.108,4.12037037037037
select,50,0.8,1600.0,10,3.0,3,1140.0,0.108,4.12037037037037
select,50,0.8,1600.0,10,3.0,5,600.0,0.11833333333333333,3.7267605633802816
select,50,0.8,1600.0,10,3.0,5,960.0,0.111,3.6936936936936937
select,50,0.8,1600.0,10,3.0,5,1140.0,0.108,3.682098765432099
select,50,0.8,1600.0,10,4.0,1,600.0,0.10066666666666667,9.009933774834437
select,50,0.8,1600.0,10,4.0,1,960.0,0.10066666666666667,9.009933774834437
select,50,0.8,1600.0,10,4.0,1,1140.0,0.10066666666666667,9.009933774834437
select,50,0.8,1600.0,10,4.0,2,600.0,0.103,5.4789644012944985
select,50,0.8,1600.0,10,4.0,2,960.0,0.10166666666666667,5.616393442622951
select,50,0.8,1600.0,10,4.0,2,1140.0,0.10166666666666667,5.616393442622951
select,50,0.8,1600.0,10,4.0,3,600.0,0.098,4.789115646258503
select,50,0.8,1600.0,10,4.0,3,960.0,0.09866666666666667,4.777027027027027
select,50,0.8,1600.0,10,4.0,3,1140.0,0.09733333333333333,4.75
select,50,0.8,1600.0,10,4.0,5,600.0,0.10133333333333333,4.141447368421052
select,50,0.8,1600.0,10,4.0,5,960.0,0.101,4.135313531353136
select,50,0.8,1600.0,10,4.0,5,1140.0,0.10066666666666667,4.122516556291391
select,50,0.8,1600.0,15,0.5,1,600.0,0.018333333333333333,7.745454545454545
select,50,0.8,1600.0,15,0.5,1,960.0,0.018333333333333333,7.745454545454545
select,50,0.8,1600.0,15,0.5,1,1140.0,0.018333333333333333,7.745454545454545
select,50,0.8,1600.0,15,0.5,2,600.0,0.029666666666666668,4.247191011235955
select,50,0.8,1600.0,15,0.5,2,960.0,0.029666666666666668,4.247191011235955
select,50,0.8,1600.0,15,0.5,2,1140.0,0.029666666666666668,4.247191011235955
select,50,0.8,1600.0,15,0.5,3,600.0,0.024666666666666667,3.675675675675676
select,50,0.8,1600.0,15,0.5,3,960.0,0.019333333333333334,3.7413793103448274
select,50,0.8,1600.0,15,0.5,3,1140.0,0.01,4.3
select,50,0.8,1600.0,15,0.5,5,600.0,0.027666666666666666,3.180722891566265
select,50,0.8,1600.0,15,0.5,5,960.0,0.016,3.3125
select,50,0.8,1600.0,15,0.5,5,1140.0,0.012666666666666666,3.710526315789474
select,50,0.8,1600.0,15,1.0,1,600.0,0.117,4.196581196581197
select,50,0.8,1600.0,15,1.0,1,960.0,0.117,4.196581196581197
select,50,0.8,1600.0,15,1.0,1,1140.0,0.117,4.196581196581197
select,50,0.8,1600.0,15,1.0,2,600.0,0.11033333333333334,3.7915407854984893
select,50,0.8,1600.0,15,1.0,2,960.0,0.082,4.227642276422764
select,50,0.8,1600.0,15,1.0,2,1140.0,0.04466666666666667,5.432835820895522
select,50,0.8,1600.0,15,1.0,3,600.0,0.10766666666666666,3.346749226006192
select,50,0.8,1600.0,15,1.0,3,960.0,0.058,3.764367816091954
select,50,0.8,1600.0,15,1.0,3,1140.0,0.043,4.906976744186046
select,50,0.8,1600.0,15,1.0,5,600.0,0.10366666666666667,3.2733118971061095
select,50,0.8,1600.0,15,1.0,5,960.0,0.050666666666666665,3.611842105263158
select,50,0.8,1600.0,15,1.0,5,1140.0,0.041,3.7235772357723578
select,50,0.8,1600.0,15,1.5,1,600.0,0.11733333333333333,4.974431818181818
select,50,0.8,1600.0,15,1.5,1,960.0,0.11733333333333333,4.974431818181818
select,50,0.8,1600.0,15,1.5,1,1140.0,0.11733333333333333,4.974431818181818
select,50,0.8,1600.0,15,1.5,2,600.0,0.12533333333333332,4.0638297872340425
select,50,0.8,1600.0,15,1.5,2,960.0,0.12433333333333334,4.032171581769437
select,50,0.8,1600.0,15,1.5,2,1140.0,0.11966666666666667,4.013927576601671
select,50,0.8,1600.0,15,1.5,3,600.0,0.11933333333333333,3.522346368715084
select,50,0.8,1600.0,15,1.5,3,960.0,0.11933333333333333,3.522346368715084
select,50,0.8,1600.0,15,1.5,3,1140.0,0.11933333333333333,3.522346368715084
select,50,0.8,1600.0,15,1.5,5,600.0,0.11333333333333333,3.1705882352941175
select,50,0.8,1600.0,15,1.5,5,960.0,0.11166666666666666,3.226865671641791
select,50,0.8,1600.0,15,1.5,5,1140.0,0.11166666666666666,3.226865671641791
select,50,0.8,1600.0,15,2.0,1,600.0,0.107,5.9034267912772584
select,50,0.8,1600.0,15,2.0,1,960.0,0.107,5.9034267912772584
select,50,0.8,1600.0,15,2.0,1,1140.0,0.107,5.9034267912772584
select,50,0.8,1600.0,15,2.0,2,600.0,0.11333333333333333,4.447058823529412
select,50,0.8,1600.0,15,2.0,2,960.0,0.11433333333333333,4.495626822157434
select,50,0.8,1600.0,15,2.0,2,1140.0,0.114,4.485380116959064
select,50,0.8,1600.0,15,2.0,3,600.0,0.114,3.93859649122807
select,50,0.8,1600.0,15,2.0,3,960.0,0.11366666666666667,3.9266862170087977
select,50,0.8,1600.0,15,2.0,3,1140.0,0.10766666666666666,4.012383900928793
select,50,0.8,1600.0,15,2.0,5,600.0,0.113,3.575221238938053
select,50,0.8,1600.0,15,2.0,5,960.0,0.11266666666666666,3.5680473372781063
select,50,0.8,1600.0,15,2.0,5,1140.0,0.10533333333333333,3.4462025316455698
select,50,0.8,1600.0,15,3.0,1,600.0,0.09733333333333333,8.0
select,50,0.8,1600.0,15,3.0,1,960.0,0.09733333333333333,8.0
select,50,0.8,1600.0,15,3.0,1,1140.0,0.09733333333333333,8.0
select,50,0.8,1600.0,15,3.0,2,600.0,0.09366666666666666,5.074733096085409
select,50,0.8,1600.0,15,3.0,2,960.0,0.09366666666666666,5.195729537366548
select,50,0.8,1600.0,15,3.0,2,1140.0,0.093,5.204301075268817
select,50,0.8,1600.0,15,3.0,3,600.0,0.093,4.695340501792114
select,50,0.8,1600.0,15,3.0,3,960.0,0.09566666666666666,4.533101045296167
select,50,0.8,1600.0,15,3.0,3,1140.0,0.09566666666666666,4.529616724738676
select,50,0.8,1600.0,15,3.0,5,600.0,0.095,4.129824561403509
select,50,0.8,1600.0,15,3.0,5,960.0,0.10233333333333333,3.990228013029316
select,50,0.8,1600.0,15,3.0,5,1140.0,0.096,3.9027777777777777
select,50,0.8,1600.0,15,4.0,1,600.0,0.08666666666666667,9.557692307692308
select,50,0.8,1600.0,15,4.0,1,960.0,0.08666666666666667,9.557692307692308
select,50,0.8,1600.0,15,4.0,1,1140.0,0.08666666666666667,9.557692307692308
select,50,0.8,1600.0,15,4.0,2,600.0,0.08,5.770833333333333
select,50,0.8,1600.0,15,4.0,2,960.0,0.08,5.770833333333333
select,50,0.8,1600.0,15,4.0,2,1140.0,0.07966666666666666,5.7573221757322175
select,50,0.8,1600.0,15,4.0,3,600.0,0.07733333333333334,4.806034482758621
select,50,0.8,1600.0,15,4.0,3,960.0,0.07766666666666666,4.8927038626609445
select,50,0.8,1600.0,15,4.0,3,1140.0,0.07733333333333334,4.879310344827586
select,50,0.8,1600.0,15,4.0,5,600.0,0.08366666666666667,4.282868525896414
select,50,0.8,1600.0,15,4.0,5,960.0,0.08166666666666667,4.36734693877551
select,50,0.8,1600.0,15,4.0,5,1140.0,0.08133333333333333,4.352459016393443
select,50,0.8,1600.0,20,0.5,1,600.0,0.06133333333333333,6.032608695652174
select,50,0.8,1600.0,20,0.5,1,960.0,0.06133333333333333,6.032608695652174
select,50,0.8,1600.0,20,0.5,1,1140.0,0.06133333333333333,6.032608695652174
select,50,0.8,1600.0,20,0.5,2,600.0,0.041666666666666664,5.616
select,50,0.8,1600.0,20,0.5,2,960.0,0.062,4.005376344086022
select,50,0.8,1600.0,20,0.5,2,1140.0,0.062,4.005376344086022
select,50,0.8,1600.0,20,0.5,3,600.0,0.032,5.46875
select,50,0.8,1600.0,20,0.5,3,960.0,0.06266666666666666,3.5851063829787235
select,50,0.8,1600.0,20,0.5,3,1140.0,0.062,3.5591397849462365
select,50,0.8,1600.0,20,0.5,5,600.0,0.028666666666666667,5.3023255813953485
select,50,0.8,1600.0,20,0.5,5,960.0,0.07333333333333333,3.227272727272727
select,50,0.8,1600.0,20,0.5,5,1140.0,0.07333333333333333,3.227272727272727
select,50,0.8,1600.0,20,1.0,1,600.0,0.13,3.835897435897436
select,50,0.8,1600.0,20,1.0,1,960.0,0.13,3.835897435897436
select,50,0.8,1600.0,20,1.0,1,1140.0,0.13,3.835897435897436
select,50,0.8,1600.0,20,1.0,2,600.0,0.13633333333333333,3.7237163814180927
select,50,0.8,1600.0,20,1.0,2,960.0,0.132,3.51010101010101
select,50,0.8,1600.0,20,1.0,2,1140.0,0.132,3.51010101010101
select,50,0.8,1600.0,20,1.0,3,600.0,0.13666666666666666,3.453658536585366
select,50,0.8,1600.0,20,1.0,3,960.0,0.136,3.4387254901960786
select,50,0.8,1600.0,20,1.0,3,1140.0,0.136,3.4387254901960786
select,50,0.8,1600.0,20,1.0,5,600.0,0.13133333333333333,3.2741116751269037
select,50,0.8,1600.0,20,1.0,5,960.0,0.129,3.294573643410853
select,50,0.8,1600.0,20,1.0,5,1140.0,0.12766666666666668,3.2872062663185377
select,50,0.8,1600.0,20,1.5,1,600.0,0.10766666666666666,4.674922600619195
select,50,0.8,1600.0,20,1.5,1,960.0,0.10766666666666666,4.674922600619195
select,50,0.8,1600.0,20,1.5,1,1140.0,0.10766666666666666,4.674922600619195
select,50,0.8,1600.0,20,1.5,2,600.0,0.11333333333333333,4.044117647058823
select,50,0.8,1600.0,20,1.5,2,960.0,0.11333333333333333,4.044117647058823
select,50,0.8,1600.0,20,1.5,2,1140.0,0.11333333333333333,4.044117647058823
select,50,0.8,1600.0,20,1.5,3,600.0,0.10666666666666667,3.50625
select,50,0.8,1600.0,20,1.5,3,960.0,0.10666666666666667,3.50625
select,50,0.8,1600.0,20,1.5,3,1140.0,0.107,3.520249221183801
select,50,0.8,1600.0,20,1.5,5,600.0,0.115,3.1449275362318843
select,50,0.8,1600.0,20,1.5,5,960.0,0.11433333333333333,3.128279883381924
select,50,0.8,1600.0,20,1.5,5,1140.0,0.10933333333333334,3.1951219512195124
select,50,0.8,1600.0,20,2.0,1,600.0,0.09966666666666667,5.588628762541806
select,50,0.8,1600.0,20,2.0,1,960.0,0.09966666666666667,5.588628762541806
select,50,0.8,1600.0,20,2.0,1,1140.0,0.09966666666666667,5.588628762541806
select,50,0.8,1600.0,20,2.0,2,600.0,0.09833333333333333,4.352542372881356
select,50,0.8,1600.0,20,2.0,2,960.0,0.09833333333333333,4.349152542372881
select,50,0.8,1600.0,20,2.0,2,1140.0,0.098,4.343537414965986
select,50,0.8,1600.0,20,2.0,3,600.0,0.1,3.8966666666666665
select,50,0.8,1600.0,20,2.0,3,960.0,0.09733333333333333,3.8801369863013697
select,50,0.8,1600.0,20,2.0,3,1140.0,0.09733333333333333,3.8801369863013697
select,50,0.8,1600.0,20,2.0,5,600.0,0.10033333333333333,3.5415282392026577
select,50,0.8,1600.0,20,2.0,5,960.0,0.09933333333333333,3.523489932885906
select,50,0.8,1600.0,20,2.0,5,1140.0,0.09933333333333333,3.4966442953020134
select,50,0.8,1600.0,20,3.0,1,600.0,0.07833333333333334,6.940425531914894
select,50,0.8,1600.0,20,3.0,1,960.0,0.07833333333333334,6.940425531914894
select,50,0.8,1600.0,20,3.0,1,1140.0,0.07833333333333334,6.940425531914894
select,50,0.8,1600.0,20,3.0,2,600.0,0.07533333333333334,4.508849557522124
select,50,0.8,1600.0,20,3.0,2,960.0,0.07533333333333334,4.508849557522124
select,50,0.8,1600.0,20,3.0,2,1140.0,0.07533333333333334,4.508849557522124
select,50,0.8,1600.0,20,3.0,3,600.0,0.078,3.9914529914529915
select,50,0.8,1600.0,20,3.0,3,960.0,0.08133333333333333,4.122950819672131
select,50,0.8,1600.0,20,3.0,3,1140.0,0.08133333333333333,4.122950819672131
select,50,0.8,1600.0,20,3.0,5,600.0,0.08033333333333334,3.8298755186721993
select,50,0.8,1600.0,20,3.0,5,960.0,0.08033333333333334,3.8298755186721993
select,50,0.8,1600.0,20,3.0,5,1140.0,0.08033333333333334,3.8298755186721993
select,50,0.8,1600.0,20,4.0,1,600.0,0.07033333333333333,8.388625592417062
select,50,0.8,1600.0,20,4.0,1,960.0,0.07033333333333333,8.388625592417062
select,50,0.8,1600.0,20,4.0,1,1140.0,0.07033333333333333,8.388625592417062
select,50,0.8,1600.0,20,4.0,2,600.0,0.06166666666666667,5.605405405405405
select,50,0.8,1600.0,20,4.0,2,960.0,0.06166666666666667,5.605405405405405
select,50,0.8,1600.0,20,4.0,2,1140.0,0.06166666666666667,5.605405405405405
select,50,0.8,1600.0,20,4.0,3,600.0,0.06166666666666667,4.556756756756757
select,50,0.8,1600.0,20,4.0,3,960.0,0.063,4.634920634920635
select,50,0.8,1600.0,20,4.0,3,1140.0,0.063,4.634920634920635
select,50,0.8,1600.0,20,4.0,5,600.0,0.069,4.164251207729468
select,50,0.8,1600.0,20,4.0,5,960.0,0.069,4.164251207729468
select,50,0.8,1600.0,20,4.0,5,1140.0,0.06366666666666666,4.0890052356020945
select,50,0.8,1600.0,30,0.5,1,600.0,0.12666666666666668,6.307894736842106
select,50,0.8,1600.0,30,0.5,1,960.0,0.12666666666666668,6.307894736842106
select,50,0.8,1600.0,30,0.5,1,1140.0,0.12666666666666668,6.307894736842106
select,50,0.8,1600.0,30,0.5,2,600.0,0.11666666666666667,5.814285714285714
select,50,0.8,1600.0,30,0.5,2,960.0,0.121,4.380165289256198
select,50,0.8,1600.0,30,0.5,2,1140.0,0.121,4.380165289256198
select,50,0.8,1600.0,30,0.5,3,600.0,0.10633333333333334,5.90282131661442
select,50,0.8,1600.0,30,0.5,3,960.0,0.113,3.690265486725664
select,50,0.8,1600.0,30,0.5,3,1140.0,0.11233333333333333,3.691394658753709
select,50,0.8,1600.0,30,0.5,5,600.0,0.09633333333333334,5.515570934256055
select,50,0.8,1600.0,30,0.5,5,960.0,0.12566666666666668,3.2758620689655173
select,50,0.8,1600.0,30,0.5,5,1140.0,0.126,3.2830687830687832
select,50,0.8,1600.0,30,1.0,1,600.0,0.174,4.116858237547893
select,50,0.8,1600.0,30,1.0,1,960.0,0.174,4.116858237547893
select,50,0.8,1600.0,30,1.0,1,1140.0,0.174,4.116858237547893
select,50,0.8,1600.0,30,1.0,2,600.0,0.17966666666666667,3.7050092764378477
select,50,0.8,1600.0,30,1.0,2,960.0,0.17366666666666666,3.761996161228407
select,50,0.8,1600.0,30,1.0,2,1140.0,0.17133333333333334,3.747081712062257
select,50,0.8,1600.0,30,1.0,3,600.0,0.17533333333333334,3.332699619771863
select,50,0.8,1600.0,30,1.0,3,960.0,0.17533333333333334,3.332699619771863
select,50,0.8,1600.0,30,1.0,3,1140.0,0.17533333333333334,3.332699619771863
select,50,0.8,1600.0,30,1.0,5,600.0,0.17333333333333334,3.0596153846153844
select,50,0.8,1600.0,30,1.0,5,960.0,0.15533333333333332,3.3412017167381975
select,50,0.8,1600.0,30,1.0,5,1140.0,0.15166666666666667,3.3098901098901097
select,50,0.8,1600.0,30,1.5,1,600.0,0.11833333333333333,5.157746478873239
select,50,0.8,1600.0,30,1.5,1,960.0,0.11833333333333333,5.157746478873239
select,50,0.8,1600.0,30,1.5,1,1140.0,0.11833333333333333,5.157746478873239
select,50,0.8,1600.0,30,1.5,2,600.0,0.12066666666666667,4.276243093922652
select,50,0.8,1600.0,30,1.5,2,960.0,0.12066666666666667,4.276243093922652
select,50,0.8,1600.0,30,1.5,2,1140.0,0.12133333333333333,4.315934065934066
select,50,0.8,1600.0,30,1.5,3,600.0,0.121,3.7520661157024793
select,50,0.8,1600.0,30,1.5,3,960.0,0.11566666666666667,3.685878962536023
select,50,0.8,1600.0,30,1.5,3,1140.0,0.116,3.7011494252873565
select,50,0.8,1600.0,30,1.5,5,600.0,0.11966666666666667,3.5069637883008355
select,50,0.8,1600.0,30,1.5,5,960.0,0.114,3.2923976608187133
select,50,0.8,1600.0,30,1.5,5,1140.0,0.114,3.280701754385965
select,50,0.8,1600.0,30,2.0,1,600.0,0.10466666666666667,5.901273885350318
select,50,0.8,1600.0,30,2.0,1,960.0,0.10466666666666667,5.901273885350318
select,50,0.8,1600.0,30,2.0,1,1140.0,0.10466666666666667,5.901273885350318
select,50,0.8,1600.0,30,2.0,2,600.0,0.114,4.722222222222222
select,50,0.8,1600.0,30,2.0,2,960.0,0.11233333333333333,4.637982195845697
select,50,0.8,1600.0,30,2.0,2,1140.0,0.11233333333333333,4.640949554896142
select,50,0.8,1600.0,30,2.0,3,600.0,0.10833333333333334,4.184615384615385
select,50,0.8,1600.0,30,2.0,3,960.0,0.107,4.074766355140187
select,50,0.8,1600.0,30,2.0,3,1140.0,0.107,4.074766355140187
select,50,0.8,1600.0,30,2.0,5,600.0,0.10833333333333334,3.8492307692307692
select,50,0.8,1600.0,30,2.0,5,960.0,0.10733333333333334,3.751552795031056
select,50,0.8,1600.0,30,2.0,5,1140.0,0.10733333333333334,3.751552795031056
select,50,0.8,1600.0,30,3.0,1,600.0,0.07333333333333333,7.1454545454545455
select,50,0.8,1600.0,30,3.0,1,960.0,0.07333333333333333,7.1454545454545455
select,50,0.8,1600.0,30,3.0,1,1140.0,0.07333333333333333,7.1454545454545455
select,50,0.8,1600.0,30,3.0,2,600.0,0.08866666666666667,4.7443609022556394
select,50,0.8,1600.0,30,3.0,2,960.0,0.08866666666666667,4.7443609022556394
select,50,0.8,1600.0,30,3.0,2,1140.0,0.08866666666666667,4.7443609022556394
select,50,0.8,1600.0,30,3.0,3,600.0,0.08766666666666667,4.022813688212928
select,50,0.8,1600.0,30,3.0,3,960.0,0.08733333333333333,4.0
select,50,0.8,1600.0,30,3.0,3,1140.0,0.08733333333333333,4.0
select,50,0.8,1600.0,30,3.0,5,600.0,0.08933333333333333,3.8470149253731343
select,50,0.8,1600.0,30,3.0,5,960.0,0.08933333333333333,3.8470149253731343
select,50,0.8,1600.0,30,3.0,5,1140.0,0.089,3.831460674157303
select,50,0.8,1600.0,30,4.0,1,600.0,0.063,9.015873015873016
select,50,0.8,1600.0,30,4.0,1,960.0,0.063,9.015873015873016
select,50,0.8,1600.0,30,4.0,1,1140.0,0.063,9.015873015873016
select,50,0.8,1600.0,30,4.0,2,600.0,0.06633333333333333,5.949748743718593
select,50,0.8,1600.0,30,4.0,2,960.0,0.06666666666666667,5.995
select,50,0.8,1600.0,30,4.0,2,1140.0,0.06666666666666667,5.995
select,50,0.8,1600.0,30,4.0,3,600.0,0.06766666666666667,4.655172413793103
select,50,0.8,1600.0,30,4.0,3,960.0,0.067,4.611940298507463
select,50,0.8,1600.0,30,4.0,3,1140.0,0.067,4.611940298507463
select,50,0.8,1600.0,30,4.0,5,600.0,0.074,4.328828828828829
select,50,0.8,1600.0,30,4.0,5,960.0,0.07366666666666667,4.334841628959276
select,50,0.8,1600.0,30,4.0,5,1140.0,0.07366666666666667,4.334841628959276
select,50,0.8,1600.0,45,0.5,1,600.0,0.21866666666666668,6.512195121951219
select,50,0.8,1600.0,45,0.5,1,960.0,0.21866666666666668,6.512195121951219
select,50,0.8,1600.0,45,0.5,1,1140.0,0.21866666666666668,6.512195121951219
select,50,0.8,1600.0,45,0.5,2,600.0,0.20833333333333334,5.8736
select,50,0.8,1600.0,45,0.5,2,960.0,0.17,4.423529411764706
select,50,0.8,1600.0,45,0.5,2,1140.0,0.17,4.423529411764706
select,50,0.8,1600.0,45,0.5,3,600.0,0.193,5.696027633851468
select,50,0.8,1600.0,45,0.5,3,960.0,0.16933333333333334,3.840551181102362
select,50,0.8,1600.0,45,0.5,3,1140.0,0.16933333333333334,3.840551181102362
select,50,0.8,1600.0,45,0.5,5,600.0,0.18366666666666667,5.390199637023594
select,50,0.8,1600.0,45,0.5,5,960.0,0.178,3.331460674157303
select,50,0.8,1600.0,45,0.5,5,1140.0,0.17766666666666667,3.3302063789868668
select,50,0.8,1600.0,45,1.0,1,600.0,0.185,4.091891891891892
select,50,0.8,1600.0,45,1.0,1,960.0,0.185,4.091891891891892
select,50,0.8,1600.0,45,1.0,1,1140.0,0.185,4.091891891891892
select,50,0.8,1600.0,45,1.0,2,600.0,0.19133333333333333,3.7229965156794425
select,50,0.8,1600.0,45,1.0,2,960.0,0.18666666666666668,3.7785714285714285
select,50,0.8,1600.0,45,1.0,2,1140.0,0.18666666666666668,3.7785714285714285
select,50,0.8,1600.0,45,1.0,3,600.0,0.18033333333333335,3.3031423290203326
select,50,0.8,1600.0,45,1.0,3,960.0,0.17966666666666667,3.3042671614100185
select,50,0.8,1600.0,45,1.0,3,1140.0,0.17966666666666667,3.3042671614100185
select,50,0.8,1600.0,45,1.0,5,600.0,0.17933333333333334,3.04275092936803
select,50,0.8,1600.0,45,1.0,5,960.0,0.16666666666666666,3.178
select,50,0.8,1600.0,45,1.0,5,1140.0,0.158,3.329113924050633
select,50,0.8,1600.0,45,1.5,1,600.0,0.125,5.04
select,50,0.8,1600.0,45,1.5,1,960.0,0.125,5.04
select,50,0.8,1600.0,45,1.5,1,1140.0,0.125,5.04
select,50,0.8,1600.0,45,1.5,2,600.0,0.13666666666666666,4.321951219512195
select,50,0.8,1600.0,45,1.5,2,960.0,0.13566666666666666,4.2997542997543
select,50,0.8,1600.0,45,1.5,2,1140.0,0.13566666666666666,4.2997542997543
select,50,0.8,1600.0,45,1.5,3,600.0,0.13233333333333333,3.841309823677582
select,50,0.8,1600.0,45,1.5,3,960.0,0.125,3.7306666666666666
select,50,0.8,1600.0,45,1.5,3,1140.0,0.125,3.7306666666666666
select,50,0.8,1600.0,45,1.5,5,600.0,0.13633333333333333,3.5965770171149143
select,50,0.8,1600.0,45,1.5,5,960.0,0.13066666666666665,3.336734693877551
select,50,0.8,1600.0,45,1.5,5,1140.0,0.128,3.2890625
select,50,0.8,1600.0,45,2.0,1,600.0,0.10433333333333333,6.067092651757188
select,50,0.8,1600.0,45,2.0,1,960.0,0.10433333333333333,6.067092651757188
select,50,0.8,1600.0,45,2.0,1,1140.0,0.10433333333333333,6.067092651757188
select,50,0.8,1600.0,45,2.0,2,600.0,0.113,4.589970501474927
select,50,0.8,1600.0,45,2.0,2,960.0,0.11333333333333333,4.6
select,50,0.8,1600.0,45,2.0,2,1140.0,0.11333333333333333,4.58235294117647
select,50,0.8,1600.0,45,2.0,3,600.0,0.117,4.264957264957265
select,50,0.8,1600.0,45,2.0,3,960.0,0.111,4.201201201201201
select,50,0.8,1600.0,45,2.0,3,1140.0,0.111,4.201201201201201
select,50,0.8,1600.0,45,2.0,5,600.0,0.11433333333333333,3.947521865889213
select,50,0.8,1600.0,45,2.0,5,960.0,0.11166666666666666,3.8328358208955224
select,50,0.8,1600.0,45,2.0,5,1140.0,0.11133333333333334,3.81437125748503
select,50,0.8,1600.0,45,3.0,1,600.0,0.075,7.782222222222222
select,50,0.8,1600.0,45,3.0,1,960.0,0.075,7.782222222222222
select,50,0.8,1600.0,45,3.0,1,1140.0,0.075,7.782222222222222
select,50,0.8,1600.0,45,3.0,2,600.0,0.09266666666666666,5.41726618705036
select,50,0.8,1600.0,45,3.0,2,960.0,0.09266666666666666,5.41726618705036
select,50,0.8,1600.0,45,3.0,2,1140.0,0.09266666666666666,5.41726618705036
select,50,0.8,1600.0,45,3.0,3,600.0,0.09233333333333334,4.581227436823105
select,50,0.8,1600.0,45,3.0,3,960.0,0.09266666666666666,4.58273381294964
select,50,0.8,1600.0,45,3.0,3,1140.0,0.09266666666666666,4.58273381294964
select,50,0.8,1600.0,45,3.0,5,600.0,0.091,4.197802197802198
select,50,0.8,1600.0,45,3.0,5,960.0,0.091,4.197802197802198
select,50,0.8,1600.0,45,3.0,5,1140.0,0.09166666666666666,4.221818181818182
select,50,0.8,1600.0,45,4.0,1,600.0,0.06933333333333333,10.908653846153847
select,50,0.8,1600.0,45,4.0,1,960.0,0.06933333333333333,10.908653846153847
select,50,0.8,1600.0,45,4.0,1,1140.0,0.06933333333333333,10.908653846153847
select,50,0.8,1600.0,45,4.0,2,600.0,0.06433333333333334,6.751295336787565
select,50,0.8,1600.0,45,4.0,2,960.0,0.06433333333333334,6.751295336787565
select,50,0.8,1600.0,45,4.0,2,1140.0,0.06433333333333334,6.751295336787565
select,50,0.8,1600.0,45,4.0,3,600.0,0.07,5.552380952380952
select,50,0.8,1600.0,45,4.0,3,960.0,0.07,5.533333333333333
select,50,0.8,1600.0,45,4.0,3,1140.0,0.07,5.533333333333333
select,50,0.8,1600.0,45,4.0,5,600.0,0.07033333333333333,5.199052132701421
select,50,0.8,1600.0,45,4.0,5,960.0,0.07033333333333333,5.199052132701421
select,50,0.8,1600.0,45,4.0,5,1140.0,0.07033333333333333,5.199052132701421
select,50,0.8,1600.0,60,0.5,1,600.0,0.23133333333333334,6.435158501440922
select,50,0.8,1600.0,60,0.5,1,960.0,0.23133333333333334,6.435158501440922
select,50,0.8,1600.0,60,0.5,1,1140.0,0.23133333333333334,6.435158501440922
select,50,0.8,1600.0,60,0.5,2,600.0,0.21466666666666667,5.638198757763975
select,50,0.8,1600.0,60,0.5,2,960.0,0.16866666666666666,4.476284584980237
select,50,0.8,1600.0,60,0.5,2,1140.0,0.16866666666666666,4.476284584980237
select,50,0.8,1600.0,60,0.5,3,600.0,0.21133333333333335,5.575709779179811
select,50,0.8,1600.0,60,0.5,3,960.0,0.183,3.9927140255009106
select,50,0.8,1600.0,60,0.5,3,1140.0,0.18266666666666667,3.9835766423357666
select,50,0.8,1600.0,60,0.5,5,600.0,0.20566666666666666,5.26904376012966
select,50,0.8,1600.0,60,0.5,5,960.0,0.18333333333333332,3.3527272727272726
select,50,0.8,1600.0,60,0.5,5,1140.0,0.183,3.3406193078324224
select,50,0.8,1600.0,60,1.0,1,600.0,0.18566666666666667,4.303411131059246
select,50,0.8,1600.0,60,1.0,1,960.0,0.18566666666666667,4.303411131059246
select,50,0.8,1600.0,60,1.0,1,1140.0,0.18566666666666667,4.303411131059246
select,50,0.8,1600.0,60,1.0,2,600.0,0.19033333333333333,3.907180385288967
select,50,0.8,1600.0,60,1.0,2,960.0,0.19133333333333333,3.764808362369338
select,50,0.8,1600.0,60,1.0,2,1140.0,0.19133333333333333,3.7665505226480835
select,50,0.8,1600.0,60,1.0,3,600.0,0.19066666666666668,3.5734265734265733
select,50,0.8,1600.0,60,1.0,3,960.0,0.186,3.4946236559139785
select,50,0.8,1600.0,60,1.0,3,1140.0,0.18666666666666668,3.5125
select,50,0.8,1600.0,60,1.0,5,600.0,0.18366666666666667,3.2704174228675136
select,50,0.8,1600.0,60,1.0,5,960.0,0.18166666666666667,3.2715596330275227
select,50,0.8,1600.0,60,1.0,5,1140.0,0.16766666666666666,3.363817097415507
select,50,0.8,1600.0,60,1.5,1,600.0,0.13266666666666665,5.190954773869347
select,50,0.8,1600.0,60,1.5,1,960.0,0.13266666666666665,5.190954773869347
select,50,0.8,1600.0,60,1.5,1,1140.0,0.13266666666666665,5.190954773869347
